464364;plazom;Prague;0;0
464370;aftermath-vc;New York City;0;1
464375;mgaunard;London;6;22
472862;gblaw65;Fredericksburg; VA;1;2
472867;ofhouse;Kassel; DE;1;3
472868;aces;Montreal; Quebec; Canada;0;16
472869;dawsontoth;Elkton; MD;177;38
472873;calbertoferreira;Lisbon; Portugal;0;1
472874;joseneto10;Osasco;0;4
472877;alftre;Italy;0;0
472880;marcosperanza;Rome; IT;0;1
472885;andreystepanov;Kiev; Ukraine;3;0
472886;Gregadeaux;Milwaukee;17;23
472889;Zumega;Seattle;0;3
472895;flynd;Sweden; Lund;0;1
472898;djoca;So Jos dos Campos - SP;1;3
472899;kvermeille;New York; NY;7;1
472900;b3by;Dublin; Ireland;8;14
472912;tmcelroy;Seattle; WA;1;0
472916;creitter;Silicon Valley;3;8
472917;bcharp;Paris; France;15;19
472921;caseytrombley;Peabody; MA;3;21
472923;quamsta;Iowa City; IA;3;12
472924;rianders;New Brunswick; NJ;23;20
472927;14113;Czech Republic;6;21
472930;RutgersUniversityVirtualWorlds;New Brunswick; NJ;0;10
472937;neilsmind;New Hampshire;0;18
472943;dan-humphreys;Hull; East Yorkshire; UK;0;2
472945;krawster;Bryansk region;0;13
472950;shadow386;Charlotte; NC;6;5
472951;jvandervort;Seattle; WA;0;1
472955;artemkin;Samara; Russia;11;23
472956;jeremylivingston;Detroit; MI;9;22
472958;shahraship;Edison; NJ;2;4
472961;IcedNet;Ann Arbor; USA;0;1
472969;tatigo;Toronto; Canada;3;6
472981;franmosteiro;Ordua; Bizkaia;4;6
472984;barrylibert;Dover; MA;0;0
472985;JohnDickerson;Pittsburgh;23;9
472987;ginost7;UK;0;1
472990;diogofriggo;Rio Grande do Sul; Brazil;3;25
472994;alexhoopla;West Chester; PA;0;0
472997;smenchions;Seattle; WA;1;3
472998;benschell;Raleigh; NC;1;10
472999;jslivka;North Carolina;2;0
473001;misterkeeter;Dallas;4;3
473002;harrydb;The Netherlands;1;2
473010;hbiarge;Huesca; Spain;8;22
473011;cbevard1;Columbia; MD;3;3
473012;msklvsk;Kyiv;0;12
473016;colinmcardell;Brooklyn; NY;18;16
473017;markcapaldi;Edinburgh;0;3
473018;boneil;Los Alamos; NM;0;1
473022;terma;Fair Lawn; NJ;3;18
473025;xergic;Ostrava; Czech republic;1;2
473027;deuxtan;Berlin;1;12
473035;odwrotnie;Poland;4;18
473036;AceOutlaw;United States;2;0
473043;thouis;Cambridge; MA; USA;37;80
473046;chriskozlowski;Buffalo; NY;0;3
473051;gvaneeten;Utrecht; Netherlands;0;0
473055;darabi;Mainz; Germany;8;50
473056;marcoscarceles;Alcobednas; Spain;0;35
473062;EdThif;So Paulo;0;8
473066;AndrewDapkiewicz;California;2;4
473071;iserko;London; UK;9;61
473074;bgeneto;Brazil;0;8
473077;JohnTigue;Seattle;7;35
473086;bkatzung;Illinois; USA;0;7
473100;l4ci;Hamburg; Germany;8;18
473101;gj1118;Canada;1;11
473112;enajski;Krakw; PL;9;16
473117;ivotron;Santa Cruz; California;13;86
473118;Gveir;Wrocaw; Poland;0;1
473134;jamesschaffer;Baltimore; MD;2;4
473137;8bitpal;London;6;8
473139;bluedevil2k;Round Rock; TX;3;6
473140;mattirwin;Los Angeles; CA;5;2
473144;jordiv;Barcelona;11;4
473145;cedano;Madrid; Espaa;0;0
473153;pperera;Sydney; Australia;3;6
473158;blackjack75;Switzerland;0;1
473162;thesiteman;Washington; DC;0;1
473165;mfrederickson;Alaska; USA;15;27
473177;LittleDS;Cleveland;1;7
473178;shershams;Seattle; WA;7;22
473179;chad-harrington;Long Beach; California;1;6
473193;laurent35240;Toulouse;18;12
473194;Quak91;Poland;0;8
473195;webjeferson;Cuia;0;1
473198;cwaugh;Indianapolis;1;0
473201;miggaiowski;Campinas/SP/Brazil;13;26
473203;lukad;Hamburg; Germany;7;17
473214;scottgc;Calgary. A;12;7
473217;OneHundredRobotsInc;New York; NY;0;0
473220;ConnectThink;Indianapolis; IN;0;16
473223;integgro;Rua Atlio Piffer; n 271 Cj. 74;0;2
473226;Deilusia;Puebla; Mxico;17;92
473227;muxcmux;London; UK;4;19
473229;JohnDRoach;Newcastle; Australia;0;10
473231;eugenelim;Atlanta; USA;1;0
473240;keithjia;Seattle; WA;0;1
473241;mschae;Mnster; Germany;40;63
473242;bzitzow;Roseville; California;19;15
473244;eduardordm;Worldwide \\o/;227;13
473249;hprince;Chicago;0;0
473258;swooningfish;UK;13;139
473259;jwretborn;Sweden;2;2
473263;vmwareinc;Palo Alto; California;0;0
473265;fuzzmonkey;Farnborough; UK;10;11
473268;matthewtrush;Brooklyn; NY;0;0
473269;flashboss;Rome; Italy;7;32
473272;sidek;Beaumont;Alberta;0;0
473278;macfan74318;USA;0;1
473284;onescreen;Irvine; CA; USA;0;7
473285;mcslash;Melbourne; Australia;1;3
473289;ShaneEaston;Southern California;2;1
473291;unixjazz;Metaverse;11;11
473292;hyy5669;San Francisco;3;1
473295;johncolby;Los Angeles; CA;5;9
473297;AndrewWalker;Melbourne; Australia;19;31
473305;saelfaer;Bruges; Belgium;4;31
473308;dmaust;Yorba Linda; CA;9;30
473311;elec3647;Auburn; Alabama;12;8
473314;IRMooBear;Thunderbluff; Mulgore;1;8
473320;gattis;New York; NY;29;9
473334;vmware;Palo Alto;CA;0;160
473336;stevenwanderski;Chicago; IL;214;39
473342;juliensobrier;California; USA;4;18
473343;kdhunter;Middlesex; NJ; USA;2;0
473348;srishivananda;Cupertino; CA;0;2
473350;donbulinux;Tokyo;Shinagawa;0;2
473363;pokemans;Worcester; MA;6;6
473366;dmauro;Brooklyn;53;15
473367;robmarkoski;Western Australia;0;4
473370;beraldo;Curitiba - PR - Brazil;12;10
473372;robbpf;Chicago;0;0
473375;viasoluciones;Lima; PERU;5;15
473379;hagishi;japan;6;25
473380;inexistenz;Montreal; Quebec; Canada;6;7
473383;TVmoment;San Francisco; CA;0;0
473395;haowaiwai;beijing;4;5
473400;weboverhauls;Wake Forest; NC;23;8
473408;dantuck;Denver; CO;9;17
473409;jpod;Semarang; Indonesia;4;9
473411;BLNorris;Omaha NE;16;16
473420;websitesca;Winnipeg;1;1
473422;mwkirk;San Francisco; CA;1;28
473434;alexkb;Perth; Western Australia;5;15
473437;ishidav;San Mateo; CA;0;7
473439;mirely76;colombia;0;0
473443;pangch;San Francisco;0;5
473446;jonniefive;London; United Kingdom;0;0
473458;Lensley;Los Angeles; CA;0;6
473462;VanitySoft;Washington D.C;1;1
473477;tsdorsey;Camarillo CA;6;11
473480;mrmoodoo;Austin; TX;1;13
473481;lnouel;Nerv;0;3
473482;mnussbaum;San Francisco ;24;37
473486;dannymulligan;Austin; TX; USA;4;4
473489;shouaya;nanjing;0;5
473490;heirloompixels;Southern New Mexico;0;18
473508;nomospace;Shanghai; China;68;16
473513;xfok;China;0;1
473523;kiwhite;Dallas; TX;0;0
473529;bcackerman;Chicago;12;15
473530;ybiquitous;Tokyo; Japan;2;7
473532;generaltzou;San Francisco; CA;10;5
473538;fhcrc;Seattle; Washington;0;11
473540;erokhin;Amsterdam;0;4
473544;itgeek;India;0;0
473545;bkurinsky;Chicago; IL;7;2
473549;scripts;BeiJing;China;0;3
473551;mhamel06;Baltimore;4;41
473553;joeycarmello;Mountain View;22;14
473558;biobeo;Bangladesh;0;0
473564;1zaak;Kuala Lumpur;10;29
473573;jdunn;San Diego;0;2
473577;jwhite;Auckland; NZ;0;4
473579;sri-ni;Austin; TX;4;28
473581;baguasquirrel;Russian Ridge Open Space Preserve;1;8
473586;Kooper;Novosibirsk; Russian Federation;1;4
473595;rschooley;Tampa; FL;2;14
473596;woothemes;Cape Town; South Africa;0;85
473597;shuw;Seattle;13;22
473609;ujjwalg;Chicago; Il;4;0
473615;Morlok8k;Pacific Northwest; USA;4;17
473616;Aneurysm9;Buffalo; NY;4;5
473626;lilsexibabygirl;Dallas; Texas;0;9
473630;usmanasif;Redmond; WA;6;41
473633;brettski;Chicago; IL;1;14
473638;rdenmark;Portland; OR;7;3
473643;sotofsus;NY/SF;0;0
473659;dan-lennox;Melbourne;6;18
473662;yashiro1899;Beijing; China;32;10
473665;shajed;Dhaka; Bangladesh;0;0
473671;bion;Seattle;31;34
473672;fabioarnold;Darmstadt;0;8
473680;jamescway;San Francisco;7;21
473684;noriosato;Ishikawa Japan;0;0
473685;mralexandernickel;Karlsruhe; Germany;6;34
473687;willyborankin;Germany; Berlin;0;4
473699;andree;Berlin;0;0
473700;akoesnan;Jakarta; Indonesia;1;35
473701;karthikj89;Berkeley; CA;9;8
473706;s5s5;Chengdu; China;51;11
473708;yuuki;Kyoto; Japan;131;80
473710;AndreyZarembo;Moscow;10;5
473712;bimcode;London;0;1
473715;4lberto;Guadalajara; Spain;4;34
473729;michaelgilley;Fort Collins; CO;5;25
473732;ak72;India;0;1
473733;jasonmorrissey;Melbourne; Australia;227;8
473736;gschlager;Graz; Austria;5;8
473742;dietiked;Zurich; Switzerland;0;3
473745;brinklandia;Sweden; Jnkping;0;0
473747;pgonyan;Tenerife;0;2
473750;max76;Denmark;0;0
473752;VencaV;Pilsen; Czech Republic;0;4
473754;dtatti;Rome;0;4
473761;DiesIrae;Paris; France;3;12
473766;uxarnold;San Luis Obispo; CA;1;5
473768;somehowlost;Munich; Germany;0;0
473769;civvi;London; England;0;1
473772;jgoppert;West Lafayette; Indiana;40;59
473780;SacuL;Juiz de Fora; Minas Gerais - Brasil;1;12
473781;Millers7;Amsterdam;0;2
473789;Dashue;Woking; UK;6;26
473790;Cuchulain;Czechoslovakia; Prague;1;7
473802;perallanjohansson;Oslo;2;2
473804;flenter;Holland!;15;66
473816;mishunov;Tnsberg; Norway;15;8
473817;coderalpha;South Africa;0;1
473823;maxpeterson;Oxford;7;11
473831;chriskempson;Birmingham; England;457;39
473835;raimundlandig;Stuttgart;0;5
473856;shaun476;Nottingham; UK;0;0
473860;rhyspowell;United Kingdom;7;32
473866;chonghua;China;0;29
473868;claudiu-cristea;Romania;0;18
473871;andris-silis;Riga; Latvia;24;36
473881;huytp10;H Ni - Vit Nam;6;2
473884;pallmagnusson;Birmingham; UK;4;12
473888;tyrchen;San Francisco;352;166
473889;mrharel;Berlin;3;5
473891;gentax;Milano;0;11
473894;sneakersgames;Belgium;8;2
473899;UBO-M2DOSI;Europe; France; Brest;0;1
473910;joseortega;Ecuador;3;8
473914;prottoy;Dhaka;2;12
473918;breign;Slovenia;1;2
473921;codeness;Sweden;2;0
473922;Wivita;Netherlands;0;0
473924;gronke;Germany;16;79
473926;velias;Brno; Czech Republic;6;5
473937;jensfreudenau;Berlin;0;5
473944;g-n-m;Budapest; Hungary;0;2
473950;martinrue;Manchester; UK;57;22
473951;akervern;Paris; France;12;17
473956;kooshal;Mauritius;0;0
473959;ugurerkan;Turkey; Istanbul;17;5
473960;adambrenecki;Adelaide; SA; Australia;21;33
473965;delneet;Netherlands;0;9
473966;rohitggarg;India; Delhi;2;13
473969;Dakalo;South Africa;0;0
473973;bookey;Japan;1;0
473984;treechange;Kinglake; Victoria; Australia;0;0

